;municipio;uf;date;casos confirmados;mortes;casos_interpolados;mortes_interpoladas
2158;Campina Grande;PB;2020-03-29;2.0;;2.0;0.0
2159;Campina Grande;PB;2020-03-30;2.0;;2.0;0.0
2160;Campinas;SP;2020-02-20;;;0.0;0.0
2161;Campinas;SP;2020-02-21;;;0.0;0.0
2162;Campinas;SP;2020-02-22;;;0.0;0.0
2163;Campinas;SP;2020-02-23;;;0.0;0.0
2164;Campinas;SP;2020-02-24;;;0.0;0.0
2165;Campinas;SP;2020-02-25;;;0.0;0.0
2166;Campinas;SP;2020-02-26;;;0.0;0.0
2167;Campinas;SP;2020-02-27;;;0.0;0.0
2168;Campinas;SP;2020-02-28;;;0.0;0.0
2169;Campinas;SP;2020-02-29;;;0.0;0.0
2170;Campinas;SP;2020-03-01;;;0.0;0.0
2171;Campinas;SP;2020-03-02;;;0.0;0.0
2172;Campinas;SP;2020-03-03;;;0.0;0.0
2173;Campinas;SP;2020-03-04;;;0.0;0.0
2174;Campinas;SP;2020-03-05;;;0.0;0.0
2175;Campinas;SP;2020-03-06;;;0.0;0.0
2176;Campinas;SP;2020-03-07;;;0.0;0.0
2177;Campinas;SP;2020-03-08;;;0.0;0.0
2178;Campinas;SP;2020-03-09;;;0.0;0.0
2179;Campinas;SP;2020-03-10;;;0.0;0.0
2180;Campinas;SP;2020-03-11;;;0.0;0.0
2181;Campinas;SP;2020-03-12;;;0.0;0.0
2182;Campinas;SP;2020-03-13;;;0.0;0.0
2183;Campinas;SP;2020-03-14;;;0.0;0.0
2184;Campinas;SP;2020-03-15;;;0.0;0.0
2185;Campinas;SP;2020-03-16;;;0.0;0.0
2186;Campinas;SP;2020-03-17;;;0.0;0.0
2187;Campinas;SP;2020-03-18;;;0.0;0.0
2188;Campinas;SP;2020-03-19;1.0;;1.0;0.0
2189;Campinas;SP;2020-03-20;1.0;;1.0;0.0
2190;Campinas;SP;2020-03-21;2.0;;2.0;0.0
2191;Campinas;SP;2020-03-22;2.0;;2.0;0.0
2192;Campinas;SP;2020-03-23;3.0;;3.0;0.0
2193;Campinas;SP;2020-03-24;3.0;;3.0;0.0
2194;Campinas;SP;2020-03-25;4.0;;4.0;0.0
2195;Campinas;SP;2020-03-26;4.0;;4.0;0.0
2196;Campinas;SP;2020-03-27;5.0;;5.0;0.0
2197;Campinas;SP;2020-03-28;7.0;;7.0;0.0
2198;Campinas;SP;2020-03-29;9.0;;9.0;0.0
2199;Campinas;SP;2020-03-30;11.0;;11.0;0.0
2200;Campo Belo;MG;2020-02-20;;;0.0;0.0
2201;Campo Belo;MG;2020-02-21;;;0.0;0.0
2202;Campo Belo;MG;2020-02-22;;;0.0;0.0
2203;Campo Belo;MG;2020-02-23;;;0.0;0.0
2204;Campo Belo;MG;2020-02-24;;;0.0;0.0
2205;Campo Belo;MG;2020-02-25;;;0.0;0.0
2206;Campo Belo;MG;2020-02-26;;;0.0;0.0
2207;Campo Belo;MG;2020-02-27;;;0.0;0.0
2208;Campo Belo;MG;2020-02-28;;;0.0;0.0
2209;Campo Belo;MG;2020-02-29;;;0.0;0.0
2210;Campo Belo;MG;2020-03-01;;;0.0;0.0
2211;Campo Belo;MG;2020-03-02;;;0.0;0.0
2212;Campo Belo;MG;2020-03-03;;;0.0;0.0
2213;Campo Belo;MG;2020-03-04;;;0.0;0.0
2214;Campo Belo;MG;2020-03-05;;;0.0;0.0
2215;Campo Belo;MG;2020-03-06;;;0.0;0.0
2216;Campo Belo;MG;2020-03-07;;;0.0;0.0
2217;Campo Belo;MG;2020-03-08;;;0.0;0.0
2218;Campo Belo;MG;2020-03-09;;;0.0;0.0
2219;Campo Belo;MG;2020-03-10;;;0.0;0.0
2220;Campo Belo;MG;2020-03-11;;;0.0;0.0
2221;Campo Belo;MG;2020-03-12;;;0.0;0.0
2222;Campo Belo;MG;2020-03-13;;;0.0;0.0
2223;Campo Belo;MG;2020-03-14;;;0.0;0.0
2224;Campo Belo;MG;2020-03-15;;;0.0;0.0
2225;Campo Belo;MG;2020-03-16;;;0.0;0.0
2226;Campo Belo;MG;2020-03-17;;;0.0;0.0
2227;Campo Belo;MG;2020-03-18;;;0.0;0.0
2228;Campo Belo;MG;2020-03-19;;;0.0;0.0
2229;Campo Belo;MG;2020-03-20;;;0.0;0.0
2230;Campo Belo;MG;2020-03-21;;;0.0;0.0
2231;Campo Belo;MG;2020-03-22;;;0.0;0.0
2232;Campo Belo;MG;2020-03-23;;;0.0;0.0
2233;Campo Belo;MG;2020-03-24;;;0.0;0.0
2234;Campo Belo;MG;2020-03-25;;;0.0;0.0
2235;Campo Belo;MG;2020-03-26;;;0.0;0.0
2236;Campo Belo;MG;2020-03-27;1.0;;1.0;0.0
2237;Campo Belo;MG;2020-03-28;1.0;;1.0;0.0
2238;Campo Belo;MG;2020-03-29;1.0;;1.0;0.0
2239;Campo Belo;MG;2020-03-30;1.0;;1.0;0.0
2240;Campo Bom;RS;2020-02-20;;;0.0;0.0
2241;Campo Bom;RS;2020-02-21;;;0.0;0.0
2242;Campo Bom;RS;2020-02-22;;;0.0;0.0
2243;Campo Bom;RS;2020-02-23;;;0.0;0.0
2244;Campo Bom;RS;2020-02-24;;;0.0;0.0
2245;Campo Bom;RS;2020-02-25;;;0.0;0.0
2246;Campo Bom;RS;2020-02-26;;;0.0;0.0
2247;Campo Bom;RS;2020-02-27;;;0.0;0.0
2248;Campo Bom;RS;2020-02-28;;;0.0;0.0
2249;Campo Bom;RS;2020-02-29;;;0.0;0.0
2250;Campo Bom;RS;2020-03-01;;;0.0;0.0
2251;Campo Bom;RS;2020-03-02;;;0.0;0.0
2252;Campo Bom;RS;2020-03-03;;;0.0;0.0
2253;Campo Bom;RS;2020-03-04;;;0.0;0.0
2254;Campo Bom;RS;2020-03-05;;;0.0;0.0
2255;Campo Bom;RS;2020-03-06;;;0.0;0.0
2256;Campo Bom;RS;2020-03-07;;;0.0;0.0
2257;Campo Bom;RS;2020-03-08;;;0.0;0.0
2258;Campo Bom;RS;2020-03-09;;;0.0;0.0
2259;Campo Bom;RS;2020-03-10;1.0;;1.0;0.0
2260;Campo Bom;RS;2020-03-11;1.0;;1.0;0.0
2261;Campo Bom;RS;2020-03-12;1.0;;1.0;0.0
2262;Campo Bom;RS;2020-03-13;1.0;;1.0;0.0
2263;Campo Bom;RS;2020-03-14;1.0;;1.0;0.0
2264;Campo Bom;RS;2020-03-15;1.0;;1.0;0.0
2265;Campo Bom;RS;2020-03-16;1.0;;1.0;0.0
2266;Campo Bom;RS;2020-03-17;1.0;;1.0;0.0
2267;Campo Bom;RS;2020-03-18;2.0;;2.0;0.0
2268;Campo Bom;RS;2020-03-19;2.0;;2.0;0.0
2269;Campo Bom;RS;2020-03-20;2.0;;2.0;0.0
2270;Campo Bom;RS;2020-03-21;2.0;;2.0;0.0
2271;Campo Bom;RS;2020-03-22;2.0;;2.0;0.0
2272;Campo Bom;RS;2020-03-23;2.0;;2.0;0.0
2273;Campo Bom;RS;2020-03-24;2.0;;2.0;0.0
2274;Campo Bom;RS;2020-03-25;2.0;;2.0;0.0
2275;Campo Bom;RS;2020-03-26;2.0;;2.0;0.0
2276;Campo Bom;RS;2020-03-27;2.0;;2.0;0.0
2277;Campo Bom;RS;2020-03-28;2.0;;2.0;0.0
2278;Campo Bom;RS;2020-03-29;2.0;;2.0;0.0
2279;Campo Bom;RS;2020-03-30;2.0;;2.0;0.0
2280;Campo Grande;MS;2020-02-20;;;0.0;0.0
2281;Campo Grande;MS;2020-02-21;;;0.0;0.0
2282;Campo Grande;MS;2020-02-22;;;0.0;0.0
2283;Campo Grande;MS;2020-02-23;;;0.0;0.0
2284;Campo Grande;MS;2020-02-24;;;0.0;0.0
2285;Campo Grande;MS;2020-02-25;;;0.0;0.0
2286;Campo Grande;MS;2020-02-26;;;0.0;0.0
2287;Campo Grande;MS;2020-02-27;;;0.0;0.0
2288;Campo Grande;MS;2020-02-28;;;0.0;0.0
2289;Campo Grande;MS;2020-02-29;;;0.0;0.0
2290;Campo Grande;MS;2020-03-01;;;0.0;0.0
2291;Campo Grande;MS;2020-03-02;;;0.0;0.0
2292;Campo Grande;MS;2020-03-03;;;0.0;0.0
2293;Campo Grande;MS;2020-03-04;;;0.0;0.0
2294;Campo Grande;MS;2020-03-05;;;0.0;0.0
2295;Campo Grande;MS;2020-03-06;;;0.0;0.0
2296;Campo Grande;MS;2020-03-07;;;0.0;0.0
2297;Campo Grande;MS;2020-03-08;;;0.0;0.0
2298;Campo Grande;MS;2020-03-09;;;0.0;0.0
2299;Campo Grande;MS;2020-03-10;;;0.0;0.0
2300;Campo Grande;MS;2020-03-11;;;0.0;0.0
2301;Campo Grande;MS;2020-03-12;;;0.0;0.0
2302;Campo Grande;MS;2020-03-13;;;0.0;0.0
2303;Campo Grande;MS;2020-03-14;2.0;;2.0;0.0
2304;Campo Grande;MS;2020-03-15;2.0;;2.0;0.0
2305;Campo Grande;MS;2020-03-16;4.0;;4.0;0.0
2306;Campo Grande;MS;2020-03-17;6.0;;6.0;0.0
2307;Campo Grande;MS;2020-03-18;7.0;;7.0;0.0
2308;Campo Grande;MS;2020-03-19;8.0;;8.0;0.0
2309;Campo Grande;MS;2020-03-20;11.0;;11.0;0.0
2310;Campo Grande;MS;2020-03-21;14.0;;14.0;0.0
2311;Campo Grande;MS;2020-03-22;19.0;;19.0;0.0
2312;Campo Grande;MS;2020-03-23;19.0;;19.0;0.0
2313;Campo Grande;MS;2020-03-24;22.0;;22.0;0.0
2314;Campo Grande;MS;2020-03-25;22.0;;22.0;0.0
2315;Campo Grande;MS;2020-03-26;23.0;;23.0;0.0
2316;Campo Grande;MS;2020-03-27;24.0;;24.0;0.0
2317;Campo Grande;MS;2020-03-28;25.0;;25.0;0.0
2318;Campo Grande;MS;2020-03-29;29.0;;29.0;0.0
2319;Campo Grande;MS;2020-03-30;36.0;;36.0;0.0
2320;Campo Largo;PR;2020-02-20;;;0.0;0.0
2321;Campo Largo;PR;2020-02-21;;;0.0;0.0
2322;Campo Largo;PR;2020-02-22;;;0.0;0.0
2323;Campo Largo;PR;2020-02-23;;;0.0;0.0
2324;Campo Largo;PR;2020-02-24;;;0.0;0.0
2325;Campo Largo;PR;2020-02-25;;;0.0;0.0
2326;Campo Largo;PR;2020-02-26;;;0.0;0.0
2327;Campo Largo;PR;2020-02-27;;;0.0;0.0
2328;Campo Largo;PR;2020-02-28;;;0.0;0.0
2329;Campo Largo;PR;2020-02-29;;;0.0;0.0
2330;Campo Largo;PR;2020-03-01;;;0.0;0.0
2331;Campo Largo;PR;2020-03-02;;;0.0;0.0
2332;Campo Largo;PR;2020-03-03;;;0.0;0.0
2333;Campo Largo;PR;2020-03-04;;;0.0;0.0
2334;Campo Largo;PR;2020-03-05;;;0.0;0.0
2335;Campo Largo;PR;2020-03-06;;;0.0;0.0
2336;Campo Largo;PR;2020-03-07;;;0.0;0.0
2337;Campo Largo;PR;2020-03-08;;;0.0;0.0
2338;Campo Largo;PR;2020-03-09;;;0.0;0.0
2339;Campo Largo;PR;2020-03-10;;;0.0;0.0
2340;Campo Largo;PR;2020-03-11;;;0.0;0.0
2341;Campo Largo;PR;2020-03-12;;;0.0;0.0
2342;Campo Largo;PR;2020-03-13;;;0.0;0.0
2343;Campo Largo;PR;2020-03-14;;;0.0;0.0
2344;Campo Largo;PR;2020-03-15;;;0.0;0.0
2345;Campo Largo;PR;2020-03-16;;;0.0;0.0
2346;Campo Largo;PR;2020-03-17;1.0;;1.0;0.0
2347;Campo Largo;PR;2020-03-18;1.0;;1.0;0.0
2348;Campo Largo;PR;2020-03-19;1.0;;1.0;0.0
2349;Campo Largo;PR;2020-03-20;1.0;;1.0;0.0
2350;Campo Largo;PR;2020-03-21;1.0;;1.0;0.0
2351;Campo Largo;PR;2020-03-22;1.0;;1.0;0.0
2352;Campo Largo;PR;2020-03-23;1.0;;1.0;0.0
2353;Campo Largo;PR;2020-03-24;1.0;;1.0;0.0
2354;Campo Largo;PR;2020-03-25;1.0;;1.0;0.0
2355;Campo Largo;PR;2020-03-26;1.0;;1.0;0.0
2356;Campo Largo;PR;2020-03-27;1.0;;1.0;0.0
2357;Campo Largo;PR;2020-03-28;2.0;;2.0;0.0
2358;Campo Largo;PR;2020-03-29;2.0;;2.0;0.0
2359;Campo Largo;PR;2020-03-30;3.0;;3.0;0.0
2360;Campo Mourão;PR;2020-02-20;;;0.0;0.0
2361;Campo Mourão;PR;2020-02-21;;;0.0;0.0
2362;Campo Mourão;PR;2020-02-22;;;0.0;0.0
2363;Campo Mourão;PR;2020-02-23;;;0.0;0.0
2364;Campo Mourão;PR;2020-02-24;;;0.0;0.0
2365;Campo Mourão;PR;2020-02-25;;;0.0;0.0
2366;Campo Mourão;PR;2020-02-26;;;0.0;0.0
2367;Campo Mourão;PR;2020-02-27;;;0.0;0.0
2368;Campo Mourão;PR;2020-02-28;;;0.0;0.0
2369;Campo Mourão;PR;2020-02-29;;;0.0;0.0
2370;Campo Mourão;PR;2020-03-01;;;0.0;0.0
2371;Campo Mourão;PR;2020-03-02;;;0.0;0.0
2372;Campo Mourão;PR;2020-03-03;;;0.0;0.0
2373;Campo Mourão;PR;2020-03-04;;;0.0;0.0
2374;Campo Mourão;PR;2020-03-05;;;0.0;0.0
2375;Campo Mourão;PR;2020-03-06;;;0.0;0.0
2376;Campo Mourão;PR;2020-03-07;;;0.0;0.0
2377;Campo Mourão;PR;2020-03-08;;;0.0;0.0
2378;Campo Mourão;PR;2020-03-09;;;0.0;0.0
2379;Campo Mourão;PR;2020-03-10;;;0.0;0.0
2380;Campo Mourão;PR;2020-03-11;;;0.0;0.0
2381;Campo Mourão;PR;2020-03-12;;;0.0;0.0
2382;Campo Mourão;PR;2020-03-13;;;0.0;0.0
2383;Campo Mourão;PR;2020-03-14;;;0.0;0.0
2384;Campo Mourão;PR;2020-03-15;;;0.0;0.0
2385;Campo Mourão;PR;2020-03-16;;;0.0;0.0
2386;Campo Mourão;PR;2020-03-17;;;0.0;0.0
2387;Campo Mourão;PR;2020-03-18;;;0.0;0.0
2388;Campo Mourão;PR;2020-03-19;;;0.0;0.0
2389;Campo Mourão;PR;2020-03-20;;;0.0;0.0
2390;Campo Mourão;PR;2020-03-21;;;0.0;0.0
2391;Campo Mourão;PR;2020-03-22;;;0.0;0.0
2392;Campo Mourão;PR;2020-03-23;;;0.0;0.0
2393;Campo Mourão;PR;2020-03-24;;;0.0;0.0
2394;Campo Mourão;PR;2020-03-25;1.0;;1.0;0.0
2395;Campo Mourão;PR;2020-03-26;1.0;;1.0;0.0
2396;Campo Mourão;PR;2020-03-27;2.0;;2.0;0.0
2397;Campo Mourão;PR;2020-03-28;2.0;;2.0;0.0
2398;Campo Mourão;PR;2020-03-29;2.0;;2.0;0.0
2399;Campo Mourão;PR;2020-03-30;2.0;;2.0;0.0
2400;Campos Altos;MG;2020-02-20;;;0.0;0.0
2401;Campos Altos;MG;2020-02-21;;;0.0;0.0
2402;Campos Altos;MG;2020-02-22;;;0.0;0.0
2403;Campos Altos;MG;2020-02-23;;;0.0;0.0
2404;Campos Altos;MG;2020-02-24;;;0.0;0.0
2405;Campos Altos;MG;2020-02-25;;;0.0;0.0
2406;Campos Altos;MG;2020-02-26;;;0.0;0.0
2407;Campos Altos;MG;2020-02-27;;;0.0;0.0
2408;Campos Altos;MG;2020-02-28;;;0.0;0.0
2409;Campos Altos;MG;2020-02-29;;;0.0;0.0
2410;Campos Altos;MG;2020-03-01;;;0.0;0.0
2411;Campos Altos;MG;2020-03-02;;;0.0;0.0
2412;Campos Altos;MG;2020-03-03;;;0.0;0.0
2413;Campos Altos;MG;2020-03-04;;;0.0;0.0
2414;Campos Altos;MG;2020-03-05;;;0.0;0.0
2415;Campos Altos;MG;2020-03-06;;;0.0;0.0
2416;Campos Altos;MG;2020-03-07;;;0.0;0.0
2417;Campos Altos;MG;2020-03-08;;;0.0;0.0
2418;Campos Altos;MG;2020-03-09;;;0.0;0.0
2419;Campos Altos;MG;2020-03-10;;;0.0;0.0
2420;Campos Altos;MG;2020-03-11;;;0.0;0.0
2421;Campos Altos;MG;2020-03-12;;;0.0;0.0
2422;Campos Altos;MG;2020-03-13;;;0.0;0.0
2423;Campos Altos;MG;2020-03-14;;;0.0;0.0
2424;Campos Altos;MG;2020-03-15;;;0.0;0.0
2425;Campos Altos;MG;2020-03-16;;;0.0;0.0
2426;Campos Altos;MG;2020-03-17;;;0.0;0.0
2427;Campos Altos;MG;2020-03-18;;;0.0;0.0
2428;Campos Altos;MG;2020-03-19;;;0.0;0.0
2429;Campos Altos;MG;2020-03-20;;;0.0;0.0
2430;Campos Altos;MG;2020-03-21;;;0.0;0.0
2431;Campos Altos;MG;2020-03-22;;;0.0;0.0
2432;Campos Altos;MG;2020-03-23;1.0;;1.0;0.0
2433;Campos Altos;MG;2020-03-24;1.0;;1.0;0.0
2434;Campos Altos;MG;2020-03-25;1.0;;1.0;0.0
2435;Campos Altos;MG;2020-03-26;1.0;;1.0;0.0
2436;Campos Altos;MG;2020-03-27;1.0;;1.0;0.0
2437;Campos Altos;MG;2020-03-28;1.0;;1.0;0.0
2438;Campos Altos;MG;2020-03-29;1.0;;1.0;0.0
2439;Campos Altos;MG;2020-03-30;1.0;;1.0;0.0
2440;Campos dos Goytacazes;RJ;2020-02-20;;;0.0;0.0
2441;Campos dos Goytacazes;RJ;2020-02-21;;;0.0;0.0
2442;Campos dos Goytacazes;RJ;2020-02-22;;;0.0;0.0
2443;Campos dos Goytacazes;RJ;2020-02-23;;;0.0;0.0
2444;Campos dos Goytacazes;RJ;2020-02-24;;;0.0;0.0
2445;Campos dos Goytacazes;RJ;2020-02-25;;;0.0;0.0
2446;Campos dos Goytacazes;RJ;2020-02-26;;;0.0;0.0
2447;Campos dos Goytacazes;RJ;2020-02-27;;;0.0;0.0
2448;Campos dos Goytacazes;RJ;2020-02-28;;;0.0;0.0
2449;Campos dos Goytacazes;RJ;2020-02-29;;;0.0;0.0
2450;Campos dos Goytacazes;RJ;2020-03-01;;;0.0;0.0
2451;Campos dos Goytacazes;RJ;2020-03-02;;;0.0;0.0
2452;Campos dos Goytacazes;RJ;2020-03-03;;;0.0;0.0
2453;Campos dos Goytacazes;RJ;2020-03-04;;;0.0;0.0
2454;Campos dos Goytacazes;RJ;2020-03-05;;;0.0;0.0
2455;Campos dos Goytacazes;RJ;2020-03-06;;;0.0;0.0
2456;Campos dos Goytacazes;RJ;2020-03-07;;;0.0;0.0
2457;Campos dos Goytacazes;RJ;2020-03-08;;;0.0;0.0
2458;Campos dos Goytacazes;RJ;2020-03-09;;;0.0;0.0
2459;Campos dos Goytacazes;RJ;2020-03-10;;;0.0;0.0
2460;Campos dos Goytacazes;RJ;2020-03-11;;;0.0;0.0
2461;Campos dos Goytacazes;RJ;2020-03-12;;;0.0;0.0
2462;Campos dos Goytacazes;RJ;2020-03-13;;;0.0;0.0
2463;Campos dos Goytacazes;RJ;2020-03-14;;;0.0;0.0
2464;Campos dos Goytacazes;RJ;2020-03-15;;;0.0;0.0
2465;Campos dos Goytacazes;RJ;2020-03-16;;;0.0;0.0
2466;Campos dos Goytacazes;RJ;2020-03-17;;;0.0;0.0
2467;Campos dos Goytacazes;RJ;2020-03-18;;;0.0;0.0
2468;Campos dos Goytacazes;RJ;2020-03-19;;;0.0;0.0
2469;Campos dos Goytacazes;RJ;2020-03-20;;;0.0;0.0
2470;Campos dos Goytacazes;RJ;2020-03-21;;;0.0;0.0
2471;Campos dos Goytacazes;RJ;2020-03-22;;;0.0;0.0
2472;Campos dos Goytacazes;RJ;2020-03-23;;;0.0;0.0
2473;Campos dos Goytacazes;RJ;2020-03-24;1.0;;1.0;0.0
2474;Campos dos Goytacazes;RJ;2020-03-25;1.0;;1.0;0.0
2475;Campos dos Goytacazes;RJ;2020-03-26;1.0;;1.0;0.0
2476;Campos dos Goytacazes;RJ;2020-03-27;1.0;;1.0;0.0
2477;Campos dos Goytacazes;RJ;2020-03-28;1.0;;1.0;0.0
2478;Campos dos Goytacazes;RJ;2020-03-29;1.0;;1.0;0.0
2479;Campos dos Goytacazes;RJ;2020-03-30;1.0;;1.0;0.0
2480;Canarana;BA;2020-02-20;;;0.0;0.0
2481;Canarana;BA;2020-02-21;;;0.0;0.0
2482;Canarana;BA;2020-02-22;;;0.0;0.0
2483;Canarana;BA;2020-02-23;;;0.0;0.0
2484;Canarana;BA;2020-02-24;;;0.0;0.0
2485;Canarana;BA;2020-02-25;;;0.0;0.0
2486;Canarana;BA;2020-02-26;;;0.0;0.0
2487;Canarana;BA;2020-02-27;;;0.0;0.0
2488;Canarana;BA;2020-02-28;;;0.0;0.0
2489;Canarana;BA;2020-02-29;;;0.0;0.0
2490;Canarana;BA;2020-03-01;;;0.0;0.0
2491;Canarana;BA;2020-03-02;;;0.0;0.0
2492;Canarana;BA;2020-03-03;;;0.0;0.0
2493;Canarana;BA;2020-03-04;;;0.0;0.0
2494;Canarana;BA;2020-03-05;;;0.0;0.0
2495;Canarana;BA;2020-03-06;;;0.0;0.0
2496;Canarana;BA;2020-03-07;;;0.0;0.0
2497;Canarana;BA;2020-03-08;;;0.0;0.0
2498;Canarana;BA;2020-03-09;;;0.0;0.0
2499;Canarana;BA;2020-03-10;;;0.0;0.0
2500;Canarana;BA;2020-03-11;;;0.0;0.0
2501;Canarana;BA;2020-03-12;;;0.0;0.0
2502;Canarana;BA;2020-03-13;;;0.0;0.0
2503;Canarana;BA;2020-03-14;;;0.0;0.0
2504;Canarana;BA;2020-03-15;;;0.0;0.0
2505;Canarana;BA;2020-03-16;;;0.0;0.0
2506;Canarana;BA;2020-03-17;;;0.0;0.0
2507;Canarana;BA;2020-03-18;;;0.0;0.0
2508;Canarana;BA;2020-03-19;;;0.0;0.0
2509;Canarana;BA;2020-03-20;;;0.0;0.0
2510;Canarana;BA;2020-03-21;;;0.0;0.0
2511;Canarana;BA;2020-03-22;;;0.0;0.0
2512;Canarana;BA;2020-03-23;;;0.0;0.0
2513;Canarana;BA;2020-03-24;;;0.0;0.0
2514;Canarana;BA;2020-03-25;1.0;;1.0;0.0
2515;Canarana;BA;2020-03-26;1.0;;1.0;0.0
2516;Canarana;BA;2020-03-27;1.0;;1.0;0.0
2517;Canarana;BA;2020-03-28;1.0;;1.0;0.0
2518;Canarana;BA;2020-03-29;1.0;;1.0;0.0
2519;Canarana;BA;2020-03-30;1.0;;1.0;0.0
2520;Canelinha;SC;2020-02-20;;;0.0;0.0
2521;Canelinha;SC;2020-02-21;;;0.0;0.0
2522;Canelinha;SC;2020-02-22;;;0.0;0.0
2523;Canelinha;SC;2020-02-23;;;0.0;0.0
2524;Canelinha;SC;2020-02-24;;;0.0;0.0
2525;Canelinha;SC;2020-02-25;;;0.0;0.0
2526;Canelinha;SC;2020-02-26;;;0.0;0.0
2527;Canelinha;SC;2020-02-27;;;0.0;0.0
2528;Canelinha;SC;2020-02-28;;;0.0;0.0
2529;Canelinha;SC;2020-02-29;;;0.0;0.0
2530;Canelinha;SC;2020-03-01;;;0.0;0.0
2531;Canelinha;SC;2020-03-02;;;0.0;0.0
2532;Canelinha;SC;2020-03-03;;;0.0;0.0
2533;Canelinha;SC;2020-03-04;;;0.0;0.0
2534;Canelinha;SC;2020-03-05;;;0.0;0.0
2535;Canelinha;SC;2020-03-06;;;0.0;0.0
2536;Canelinha;SC;2020-03-07;;;0.0;0.0
2537;Canelinha;SC;2020-03-08;;;0.0;0.0
2538;Canelinha;SC;2020-03-09;;;0.0;0.0
2539;Canelinha;SC;2020-03-10;;;0.0;0.0
2540;Canelinha;SC;2020-03-11;;;0.0;0.0
2541;Canelinha;SC;2020-03-12;;;0.0;0.0
2542;Canelinha;SC;2020-03-13;;;0.0;0.0
2543;Canelinha;SC;2020-03-14;;;0.0;0.0
2544;Canelinha;SC;2020-03-15;;;0.0;0.0
2545;Canelinha;SC;2020-03-16;;;0.0;0.0
2546;Canelinha;SC;2020-03-17;;;0.0;0.0
2547;Canelinha;SC;2020-03-18;;;0.0;0.0
2548;Canelinha;SC;2020-03-19;;;0.0;0.0
2549;Canelinha;SC;2020-03-20;;;0.0;0.0
2550;Canelinha;SC;2020-03-21;;;0.0;0.0
2551;Canelinha;SC;2020-03-22;;;0.0;0.0
2552;Canelinha;SC;2020-03-23;;;0.0;0.0
2553;Canelinha;SC;2020-03-24;;;0.0;0.0
2554;Canelinha;SC;2020-03-25;1.0;;1.0;0.0
2555;Canelinha;SC;2020-03-26;1.0;;1.0;0.0
2556;Canelinha;SC;2020-03-27;1.0;;1.0;0.0
2557;Canelinha;SC;2020-03-28;1.0;;1.0;0.0
2558;Canelinha;SC;2020-03-29;1.0;;1.0;0.0
2559;Canelinha;SC;2020-03-30;1.0;;1.0;0.0
2560;Canguçu;RS;2020-02-20;;;0.0;0.0
2561;Canguçu;RS;2020-02-21;;;0.0;0.0
2562;Canguçu;RS;2020-02-22;;;0.0;0.0
2563;Canguçu;RS;2020-02-23;;;0.0;0.0
2564;Canguçu;RS;2020-02-24;;;0.0;0.0
2565;Canguçu;RS;2020-02-25;;;0.0;0.0
2566;Canguçu;RS;2020-02-26;;;0.0;0.0
2567;Canguçu;RS;2020-02-27;;;0.0;0.0
2568;Canguçu;RS;2020-02-28;;;0.0;0.0
2569;Canguçu;RS;2020-02-29;;;0.0;0.0
2570;Canguçu;RS;2020-03-01;;;0.0;0.0
2571;Canguçu;RS;2020-03-02;;;0.0;0.0
2572;Canguçu;RS;2020-03-03;;;0.0;0.0
2573;Canguçu;RS;2020-03-04;;;0.0;0.0
2574;Canguçu;RS;2020-03-05;;;0.0;0.0
2575;Canguçu;RS;2020-03-06;;;0.0;0.0
2576;Canguçu;RS;2020-03-07;;;0.0;0.0
2577;Canguçu;RS;2020-03-08;;;0.0;0.0
2578;Canguçu;RS;2020-03-09;;;0.0;0.0
2579;Canguçu;RS;2020-03-10;;;0.0;0.0
2580;Canguçu;RS;2020-03-11;;;0.0;0.0
2581;Canguçu;RS;2020-03-12;;;0.0;0.0
2582;Canguçu;RS;2020-03-13;;;0.0;0.0
2583;Canguçu;RS;2020-03-14;;;0.0;0.0
2584;Canguçu;RS;2020-03-15;;;0.0;0.0
2585;Canguçu;RS;2020-03-16;;;0.0;0.0
2586;Canguçu;RS;2020-03-17;;;0.0;0.0
2587;Canguçu;RS;2020-03-18;;;0.0;0.0
2588;Canguçu;RS;2020-03-19;;;0.0;0.0
2589;Canguçu;RS;2020-03-20;;;0.0;0.0
2590;Canguçu;RS;2020-03-21;;;0.0;0.0
2591;Canguçu;RS;2020-03-22;;;0.0;0.0
2592;Canguçu;RS;2020-03-23;;;0.0;0.0
2593;Canguçu;RS;2020-03-24;;;0.0;0.0
2594;Canguçu;RS;2020-03-25;;;0.0;0.0
2595;Canguçu;RS;2020-03-26;;;0.0;0.0
2596;Canguçu;RS;2020-03-27;;;0.0;0.0
2597;Canguçu;RS;2020-03-28;1.0;;1.0;0.0
2598;Canguçu;RS;2020-03-29;1.0;;1.0;0.0
2599;Canguçu;RS;2020-03-30;1.0;;1.0;0.0
2600;Canoas;RS;2020-02-20;;;0.0;0.0
2601;Canoas;RS;2020-02-21;;;0.0;0.0
2602;Canoas;RS;2020-02-22;;;0.0;0.0
2603;Canoas;RS;2020-02-23;;;0.0;0.0
2604;Canoas;RS;2020-02-24;;;0.0;0.0
2605;Canoas;RS;2020-02-25;;;0.0;0.0
2606;Canoas;RS;2020-02-26;;;0.0;0.0
2607;Canoas;RS;2020-02-27;;;0.0;0.0
2608;Canoas;RS;2020-02-28;;;0.0;0.0
2609;Canoas;RS;2020-02-29;;;0.0;0.0
2610;Canoas;RS;2020-03-01;;;0.0;0.0
2611;Canoas;RS;2020-03-02;;;0.0;0.0
